PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,France,2012,"1,2-dichloroethane (DCE-1,2)",287550
2025/03/10,Switzerland,2015,Nitrogen oxides (NOX),4255000
2025/03/10,Slovakia,2011,Methane (CH4),6170000
2025/03/10,Spain,2013,Vinyl chloride,18410
2025/03/10,Cyprus,2007,Mercury and compounds (as Hg),166.5
2025/03/10,Belgium,2017,Chlorofluorocarbons (CFCs),2
2025/03/10,Switzerland,2015,Carbon dioxide (CO2),7119000000
2025/03/10,Norway,2011,Ammonia (NH3),577300
2025/03/10,Estonia,2012,Sulphur oxides (SOX),11694000
2025/03/10,Italy,2010,Arsenic and compounds (as As),881.1
2025/03/10,Bulgaria,2022,Carbon dioxide (CO2) excluding biomass,2172522117
2025/03/10,Italy,2014,Hydrogen cyanide (HCN),6252
2025/03/10,Cyprus,2019,Nitrous oxide (N2O),27600
2025/03/10,Latvia,2011,Nitrous oxide (N2O),38500
2025/03/10,Sweden,2020,"1,2-dichloroethane (DCE-1,2)",6880
2025/03/10,Poland,2007,Di-(2-ethyl hexyl) phthalate (DEHP),1785.1
2025/03/10,Switzerland,2009,Nitrous oxide (N2O),266400
2025/03/10,Latvia,2015,Trichloromethane,747
2025/03/10,Cyprus,2022,Mercury and compounds (as Hg),80.2
2025/03/10,Spain,2011,Tetrachloroethylene,7980
2025/03/10,Cyprus,2022,Sulphur oxides (SOX),10242000
2025/03/10,Switzerland,2010,Nitrous oxide (N2O),272600
2025/03/10,Croatia,2019,Non-methane volatile organic compounds (NMVOC),500000
2025/03/10,Finland,2015,Polychlorinated biphenyls (PCBs),4.4
2025/03/10,Portugal,2016,Non-methane volatile organic compounds (NMVOC),11202000
2025/03/10,Germany,2013,Dichloromethane (DCM),52150
2025/03/10,France,2016,Halons,1560
2025/03/10,Romania,2020,Sulphur oxides (SOX),27137000
2025/03/10,Sweden,2018,Carbon monoxide (CO),50685000
2025/03/10,Czechia,2018,Fluorine and inorganic compounds (as HF),719269.80485
2025/03/10,Portugal,2017,Benzene,22680
2025/03/10,Netherlands,2020,Arsenic and compounds (as As),80.4
2025/03/10,Hungary,2013,Fluorine and inorganic compounds (as HF),10400
2025/03/10,Malta,2012,Carbon dioxide (CO2) excluding biomass,2052000000
2025/03/10,Finland,2023,Arsenic and compounds (as As),187.8
2025/03/10,Iceland,2014,Sulphur oxides (SOX),13430000
2025/03/10,Belgium,2011,Polychlorinated biphenyls (PCBs),58.205999999999996
2025/03/10,Malta,2014,Nickel and compounds (as Ni),1446
2025/03/10,Ireland,2018,Carbon dioxide (CO2),15200127015.6
2025/03/10,Norway,2013,Fluorine and inorganic compounds (as HF),8070
2025/03/10,Iceland,2015,Ammonia (NH3),177100
2025/03/10,Luxembourg,2023,Zinc and compounds (as Zn),2579
2025/03/10,Norway,2014,Chromium and compounds (as Cr),113
2025/03/10,Switzerland,2018,Hydrogen cyanide (HCN),3
2025/03/10,Finland,2021,Nitrous oxide (N2O),2411300
2025/03/10,Slovakia,2021,Copper and compounds (as Cu),215
2025/03/10,Sweden,2016,Lead and compounds (as Pb),3430
2025/03/10,Switzerland,2008,Lead and compounds (as Pb),3528
2025/03/10,Switzerland,2008,Benzene,49650
2025/03/10,Belgium,2014,Mercury and compounds (as Hg),884.9
2025/03/10,France,2015,Anthracene,203.2
2025/03/10,Netherlands,2023,"1,2-dichloroethane (DCE-1,2)",14900
2025/03/10,Estonia,2012,Non-methane volatile organic compounds (NMVOC),330000
2025/03/10,Slovenia,2020,Copper and compounds (as Cu),113
2025/03/10,Finland,2014,Hydrogen cyanide (HCN),420
2025/03/10,Estonia,2011,Particulate matter (PM10),24003000
2025/03/10,Ireland,2009,Zinc and compounds (as Zn),563
2025/03/10,Sweden,2015,Naphthalene,789
2025/03/10,Slovenia,2021,Carbon dioxide (CO2) excluding biomass,1134527169
2025/03/10,Slovakia,2018,Copper and compounds (as Cu),231
2025/03/10,Slovakia,2012,Hydrogen cyanide (HCN),4480
2025/03/10,Sweden,2018,Methane (CH4),11599000
2025/03/10,Lithuania,2021,Zinc and compounds (as Zn),529
2025/03/10,Hungary,2008,Trichloromethane,1590
2025/03/10,Austria,2011,Dichloromethane (DCM),9680
2025/03/10,Switzerland,2022,Fluorine and inorganic compounds (as HF),11.5
2025/03/10,Slovakia,2013,Hydrogen cyanide (HCN),31800
2025/03/10,Greece,2010,Nitrous oxide (N2O),1705300
2025/03/10,Portugal,2017,Nitrous oxide (N2O),982900
2025/03/10,Lithuania,2007,Nitrogen oxides (NOX),7905000
2025/03/10,Iceland,2018,Methane (CH4),4981290
2025/03/10,Lithuania,2007,Carbon dioxide (CO2),5089000000
2025/03/10,Romania,2014,Arsenic and compounds (as As),344
2025/03/10,Poland,2012,Di-(2-ethyl hexyl) phthalate (DEHP),1877.9
2025/03/10,Greece,2016,Polychlorinated biphenyls (PCBs),0.682
2025/03/10,Greece,2009,Nitrous oxide (N2O),1726300
2025/03/10,Czechia,2019,Perfluorocarbons (PFCs),3778
2025/03/10,Slovenia,2019,Particulate matter (PM10),130655
2025/03/10,Slovenia,2011,Hydrochlorofluorocarbons (HCFCs),104
2025/03/10,Finland,2013,Fluorine and inorganic compounds (as HF),402640
2025/03/10,Estonia,2009,Nickel and compounds (as Ni),4095
2025/03/10,France,2022,Perfluorocarbons (PFCs),8423
2025/03/10,Switzerland,2018,Hydro-fluorocarbons (HFCS),257.9
2025/03/10,Poland,2017,Mercury and compounds (as Hg),7098.1
2025/03/10,United Kingdom,2013,Nitrogen oxides (NOX),371616000
2025/03/10,Belgium,2007,Tetrachloromethane (TCM),881
2025/03/10,Greece,2011,Trichlorobenzenes (TCB),11.5
2025/03/10,Portugal,2007,"1,2-dichloroethane (DCE-1,2)",2170
2025/03/10,Italy,2014,Hydro-fluorocarbons (HFCS),25135
2025/03/10,France,2015,Carbon monoxide (CO),274833000
2025/03/10,Denmark,2018,Non-methane volatile organic compounds (NMVOC),2808726.1273
2025/03/10,Italy,2019,Cadmium and compounds (as Cd),397.25429999999994
2025/03/10,Estonia,2009,Mercury and compounds (as Hg),403
2025/03/10,Italy,2019,Non-methane volatile organic compounds (NMVOC),23162188.8
2025/03/10,Slovenia,2019,Nickel and compounds (as Ni),165.20999999999998
2025/03/10,Denmark,2022,Carbon monoxide (CO),8141258.484385001
2025/03/10,Estonia,2009,Particulate matter (PM10),2682400
2025/03/10,Finland,2019,Chlorine and inorganic compounds (as HCl),600700
2025/03/10,Spain,2012,Zinc and compounds (as Zn),183073
2025/03/10,Finland,2013,Carbon dioxide (CO2),52517000000
2025/03/10,Ireland,2013,Chlorine and inorganic compounds (as HCl),124000
2025/03/10,Poland,2008,Cadmium and compounds (as Cd),1060.1000000000004
2025/03/10,Estonia,2009,Ammonia (NH3),393200
2025/03/10,Spain,2010,Hydrogen cyanide (HCN),12960
2025/03/10,Netherlands,2007,Chromium and compounds (as Cr),1203
2025/03/10,Czechia,2010,Copper and compounds (as Cu),7513
2025/03/10,Ireland,2009,Hydrochlorofluorocarbons (HCFCs),1817.5900000000001
2025/03/10,United Kingdom,2011,Copper and compounds (as Cu),10326
2025/03/10,Belgium,2023,Di-(2-ethyl hexyl) phthalate (DEHP),289.6
2025/03/10,France,2008,Trichloroethylene (TRI),140490
2025/03/10,Spain,2015,Methane (CH4),169952000
2025/03/10,Lithuania,2013,Carbon dioxide (CO2),2662000000
2025/03/10,Portugal,2007,Methane (CH4),58861000
2025/03/10,Spain,2013,Zinc and compounds (as Zn),136313
2025/03/10,Norway,2012,Total organic carbon(as total C or COD/3) (TOC),51790.200000000004
2025/03/10,United Kingdom,2016,Chlorofluorocarbons (CFCs),34314.20999999999
2025/03/10,France,2021,Zinc and compounds (as Zn),47694
2025/03/10,Poland,2007,Hydrochlorofluorocarbons (HCFCs),50255.26
2025/03/10,Denmark,2007,Mercury and compounds (as Hg),237.4
2025/03/10,Bulgaria,2007,Carbon dioxide (CO2),38034000000
2025/03/10,United Kingdom,2017,Chlorine and inorganic compounds (as HCl),1942200
2025/03/10,Belgium,2012,Nitrous oxide (N2O),5351400
2025/03/10,Switzerland,2020,"1,2-dichloroethane (DCE-1,2)",1180
2025/03/10,Romania,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.005449
2025/03/10,Denmark,2007,Particulate matter (PM10),858100
2025/03/10,United Kingdom,2014,Carbon dioxide (CO2),206762000000
2025/03/10,Italy,2022,Fluorine and inorganic compounds (as HF),91221.9111
2025/03/10,Denmark,2007,Ammonia (NH3),3505100
2025/03/10,France,2010,Polycyclic aromatic hydrocarbons (PAHs),8637.3
2025/03/10,Romania,2018,Methane (CH4),46315000
2025/03/10,Sweden,2015,Chlorine and inorganic compounds (as HCl),449700
2025/03/10,Hungary,2010,Copper and compounds (as Cu),221
2025/03/10,Czechia,2022,Nitrogen oxides (NOX),47830596.618999995
2025/03/10,Poland,2012,Arsenic and compounds (as As),3114.8
2025/03/10,Denmark,2007,Nickel and compounds (as Ni),870.5
2025/03/10,Switzerland,2020,Polychlorinated biphenyls (PCBs),1.5
2025/03/10,Netherlands,2010,Chlorofluorocarbons (CFCs),10093.57
2025/03/10,Sweden,2017,Chromium and compounds (as Cr),884
2025/03/10,Austria,2018,Copper and compounds (as Cu),530
2025/03/10,Czechia,2021,Chlorofluorocarbons (CFCs),5.8002
2025/03/10,Czechia,2012,Carbon dioxide (CO2),69894000000
2025/03/10,Poland,2016,Fluorine and inorganic compounds (as HF),934900
2025/03/10,Netherlands,2011,Chlorine and inorganic compounds (as HCl),187600
2025/03/10,Germany,2015,Hydrogen cyanide (HCN),2672
2025/03/10,Denmark,2021,Hydrochlorofluorocarbons (HCFCs),0.601
2025/03/10,Greece,2014,Hydrogen cyanide (HCN),245
2025/03/10,United Kingdom,2013,Cadmium and compounds (as Cd),448.2
2025/03/10,France,2013,"1,1,1-trichloroethane (TCE-1,1,1)",30520
2025/03/10,Poland,2023,Perfluorocarbons (PFCs),2920
2025/03/10,Belgium,2021,Naphthalene,1870
2025/03/10,Lithuania,2015,Methane (CH4),4194000
2025/03/10,Romania,2021,Methane (CH4),27058000
2025/03/10,Ireland,2010,Hydrochlorofluorocarbons (HCFCs),188.01
2025/03/10,Slovakia,2010,Cadmium and compounds (as Cd),221.3
2025/03/10,Spain,2009,Hydrogen cyanide (HCN),26271
2025/03/10,Austria,2016,Zinc and compounds (as Zn),12753
2025/03/10,Switzerland,2011,Hydro-fluorocarbons (HFCS),475
2025/03/10,United Kingdom,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.045251
2025/03/10,Spain,2014,Chlorofluorocarbons (CFCs),2.5
2025/03/10,Czechia,2012,Lead and compounds (as Pb),14604
2025/03/10,Czechia,2014,Chromium and compounds (as Cr),933
2025/03/10,Denmark,2021,Nitrous oxide (N2O),1350625.4383
2025/03/10,United Kingdom,2014,Fluorine and inorganic compounds (as HF),1208220
2025/03/10,Romania,2010,Non-methane volatile organic compounds (NMVOC),7698000
2025/03/10,Greece,2020,Hydrogen cyanide (HCN),51799
2025/03/10,Sweden,2013,Methane (CH4),18224000
2025/03/10,Portugal,2010,Nickel and compounds (as Ni),18953
2025/03/10,Austria,2008,Carbon dioxide (CO2),36093000000
2025/03/10,Latvia,2016,Ammonia (NH3),724900
2025/03/10,Norway,2008,Carbon monoxide (CO),2010000
2025/03/10,Latvia,2016,Mercury and compounds (as Hg),24.2
2025/03/10,Bulgaria,2016,Nitrous oxide (N2O),392400
2025/03/10,Croatia,2023,Nitrogen oxides (NOX),5728000
2025/03/10,Germany,2008,Perfluorocarbons (PFCs),33520
2025/03/10,Portugal,2009,Ammonia (NH3),7074200
2025/03/10,Portugal,2010,Mercury and compounds (as Hg),322.6
2025/03/10,Finland,2023,Nitrous oxide (N2O),19943500
2025/03/10,Sweden,2019,Cadmium and compounds (as Cd),91.8
2025/03/10,Iceland,2019,Particulate matter (PM10),485266
2025/03/10,Sweden,2019,Nitrogen oxides (NOX),26303000
2025/03/10,Ireland,2011,Perfluorocarbons (PFCs),1780
2025/03/10,Czechia,2013,Fluorine and inorganic compounds (as HF),210720
2025/03/10,France,2012,"1,1,1-trichloroethane (TCE-1,1,1)",36570
2025/03/10,Netherlands,2017,Nickel and compounds (as Ni),1127.2
2025/03/10,Netherlands,2017,Sulphur oxides (SOX),22527000
2025/03/10,Lithuania,2013,Fluorine and inorganic compounds (as HF),16500
2025/03/10,Portugal,2023,Hydrogen cyanide (HCN),30025
2025/03/10,Netherlands,2013,Benzene,130500
2025/03/10,Hungary,2016,Carbon monoxide (CO),16371000
2025/03/10,Romania,2019,Carbon dioxide (CO2),33958000000
2025/03/10,Italy,2014,Chlorofluorocarbons (CFCs),136.2
2025/03/10,Norway,2016,"1,2-dichloroethane (DCE-1,2)",11700
2025/03/10,United Kingdom,2019,Trichloromethane,640
2025/03/10,Spain,2007,Vinyl chloride,62140
2025/03/10,Bulgaria,2011,Carbon monoxide (CO),23361000
2025/03/10,Latvia,2010,Fluorine and inorganic compounds (as HF),44700
2025/03/10,Estonia,2012,Cadmium and compounds (as Cd),515
2025/03/10,Italy,2009,Trichlorobenzenes (TCB),22.3
2025/03/10,Switzerland,2014,Hydro-fluorocarbons (HFCS),439
2025/03/10,Czechia,2009,Copper and compounds (as Cu),8553
2025/03/10,Poland,2023,Ethylene oxide,3540
2025/03/10,Denmark,2012,Methane (CH4),19655000
2025/03/10,Cyprus,2021,Arsenic and compounds (as As),102.19999999999999
2025/03/10,Czechia,2010,Dichloromethane (DCM),8360
2025/03/10,Cyprus,2021,Nitrous oxide (N2O),31600
2025/03/10,Greece,2019,Non-methane volatile organic compounds (NMVOC),6543120
2025/03/10,Spain,2008,Trichloroethylene (TRI),78200
2025/03/10,Belgium,2020,Mercury and compounds (as Hg),473.5
2025/03/10,United Kingdom,2012,Cadmium and compounds (as Cd),518.1999999999999
2025/03/10,Italy,2009,Di-(2-ethyl hexyl) phthalate (DEHP),32
2025/03/10,Cyprus,2022,Ammonia (NH3),1099900
2025/03/10,Netherlands,2009,Chlorofluorocarbons (CFCs),23879.260000000002
2025/03/10,France,2010,Naphthalene,1663
2025/03/10,Luxembourg,2021,Carbon dioxide (CO2),1229000000
2025/03/10,Netherlands,2020,Nitrous oxide (N2O),5127500
2025/03/10,Luxembourg,2009,Polychlorinated biphenyls (PCBs),0.55
2025/03/10,Switzerland,2010,Chromium and compounds (as Cr),376
2025/03/10,Luxembourg,2010,Polychlorinated biphenyls (PCBs),0.45
2025/03/10,Latvia,2021,Non-methane volatile organic compounds (NMVOC),120000
2025/03/10,Portugal,2010,Particulate matter (PM10),3750200
2025/03/10,Norway,2007,Cadmium and compounds (as Cd),150
2025/03/10,Switzerland,2017,Methane (CH4),292000
2025/03/10,Slovakia,2009,Nitrogen oxides (NOX),30110000
2025/03/10,Portugal,2010,Ammonia (NH3),8621900
2025/03/10,Sweden,2020,Trichloromethane,8000
2025/03/10,Norway,2007,Nitrogen oxides (NOX),67530000
2025/03/10,Switzerland,2019,Non-methane volatile organic compounds (NMVOC),983648.6
2025/03/10,Greece,2008,Chlorofluorocarbons (CFCs),96.7
2025/03/10,Slovenia,2023,Particulate matter (PM10),79392
2025/03/10,Norway,2012,Lead and compounds (as Pb),591
2025/03/10,Spain,2009,Dichloromethane (DCM),311660
2025/03/10,Slovakia,2009,Cadmium and compounds (as Cd),226.39999999999998
2025/03/10,Netherlands,2021,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",260.2
2025/03/10,Slovenia,2023,Mercury and compounds (as Hg),19.88
2025/03/10,Bulgaria,2023,Arsenic and compounds (as As),66
2025/03/10,Ireland,2018,Nitrogen oxides (NOX),12620152.031
2025/03/10,Ireland,2018,Sulphur hexafluoride (SF6),734.75
2025/03/10,Malta,2013,Cadmium and compounds (as Cd),17
2025/03/10,Slovakia,2008,Ethylene oxide,21200
2025/03/10,Netherlands,2016,Halons,2.2
2025/03/10,Czechia,2021,Trichloroethylene (TRI),32002
2025/03/10,Portugal,2012,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",66
2025/03/10,Poland,2021,Ethylene oxide,3730
2025/03/10,France,2022,Ethylene oxide,1200
2025/03/10,Switzerland,2008,Hydrochlorofluorocarbons (HCFCs),2770
2025/03/10,Czechia,2007,Trichloroethylene (TRI),32500
2025/03/10,Finland,2021,Arsenic and compounds (as As),1749
2025/03/10,Portugal,2009,Mercury and compounds (as Hg),307
2025/03/10,Sweden,2016,Sulphur hexafluoride (SF6),255
2025/03/10,Portugal,2009,Nickel and compounds (as Ni),18417
2025/03/10,Greece,2014,Hydro-fluorocarbons (HFCS),3960
2025/03/10,Greece,2015,Fluorine and inorganic compounds (as HF),282980
2025/03/10,Spain,2018,Perfluorocarbons (PFCs),13650
2025/03/10,Bulgaria,2019,Chlorine and inorganic compounds (as HCl),13717
2025/03/10,Romania,2009,Non-methane volatile organic compounds (NMVOC),10621000
2025/03/10,Belgium,2014,Polycyclic aromatic hydrocarbons (PAHs),1924
2025/03/10,Switzerland,2015,Halons,12
2025/03/10,Lithuania,2021,Non-methane volatile organic compounds (NMVOC),10284000
2025/03/10,Latvia,2018,Nitrous oxide (N2O),45900
2025/03/10,Estonia,2010,Particulate matter (PM10),12111600
2025/03/10,Italy,2016,"1,1,1-trichloroethane (TCE-1,1,1)",587
2025/03/10,Cyprus,2023,Particulate matter (PM10),497692
2025/03/10,Germany,2013,Polychlorinated biphenyls (PCBs),5.925
2025/03/10,Greece,2007,Chlorofluorocarbons (CFCs),87.2
2025/03/10,Estonia,2010,Nickel and compounds (as Ni),5997.6
2025/03/10,Ireland,2014,Polycyclic aromatic hydrocarbons (PAHs),62.4
2025/03/10,Finland,2015,Dichloromethane (DCM),2840
2025/03/10,Serbia,2023,Fluorine and inorganic compounds (as HF),12700
2025/03/10,Austria,2014,Nickel and compounds (as Ni),236
2025/03/10,Finland,2020,Chlorofluorocarbons (CFCs),1330
2025/03/10,Lithuania,2008,Nitrogen oxides (NOX),8121000
2025/03/10,Portugal,2016,Vinyl chloride,5170
2025/03/10,Sweden,2022,Methane (CH4),6965000
2025/03/10,Switzerland,2008,PCDD + PCDF (dioxins + furans) (as Teq),0.000155
2025/03/10,Greece,2011,Benzene,50900
2025/03/10,Germany,2007,Copper and compounds (as Cu),29202
2025/03/10,United Kingdom,2009,Polychlorinated biphenyls (PCBs),4.99
2025/03/10,United Kingdom,2009,Dichloromethane (DCM),382670
2025/03/10,France,2008,Polycyclic aromatic hydrocarbons (PAHs),7854.200000000001
2025/03/10,United Kingdom,2019,Methane (CH4),233357000
2025/03/10,Germany,2019,Naphthalene,4574
2025/03/10,Netherlands,2008,Hydrochlorofluorocarbons (HCFCs),137854.45000000004
2025/03/10,Slovakia,2008,Non-methane volatile organic compounds (NMVOC),3732000
2025/03/10,Finland,2017,Methane (CH4),22261000
2025/03/10,Spain,2021,Non-methane volatile organic compounds (NMVOC),38376000
2025/03/10,Spain,2010,Hydro-fluorocarbons (HFCS),106032
2025/03/10,Finland,2012,Copper and compounds (as Cu),1428
2025/03/10,France,2008,Nitrogen oxides (NOX),220866000
2025/03/10,Switzerland,2018,Dichloromethane (DCM),14267.5
2025/03/10,Italy,2019,Sulphur oxides (SOX),41243056.3
2025/03/10,Spain,2021,Carbon dioxide (CO2),68209000000
2025/03/10,Spain,2007,Non-methane volatile organic compounds (NMVOC),73511000
2025/03/10,Denmark,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.000527
2025/03/10,Denmark,2022,Methane (CH4),11528528.0493
2025/03/10,Spain,2015,Carbon monoxide (CO),229284000
2025/03/10,Denmark,2014,Chlorine and inorganic compounds (as HCl),179900
2025/03/10,Germany,2007,Dichloromethane (DCM),40930
2025/03/10,Belgium,2011,"1,2-dichloroethane (DCE-1,2)",23970
2025/03/10,Italy,2011,Benzene,244490
2025/03/10,Germany,2019,Chlorine and inorganic compounds (as HCl),2299400
2025/03/10,Sweden,2014,Carbon monoxide (CO),46089000
2025/03/10,Poland,2007,Lead and compounds (as Pb),43631
2025/03/10,France,2008,Carbon dioxide (CO2),129808000000
2025/03/10,Belgium,2023,Lead and compounds (as Pb),3344
2025/03/10,Italy,2011,Lead and compounds (as Pb),14312
2025/03/10,France,2015,Methane (CH4),111095000
2025/03/10,Spain,2021,Nitrogen oxides (NOX),129044866
2025/03/10,Spain,2011,Nitrous oxide (N2O),3161800
2025/03/10,Slovenia,2011,Hexachlorobenzene (HCB),21.9
2025/03/10,Slovenia,2015,Cadmium and compounds (as Cd),11
2025/03/10,Sweden,2016,Benzene,111850
2025/03/10,Spain,2014,Methane (CH4),179028000
2025/03/10,Ireland,2009,Perfluorocarbons (PFCs),7600
2025/03/10,Italy,2011,Nitrous oxide (N2O),2090000
2025/03/10,Italy,2011,Sulphur hexafluoride (SF6),4995.9
2025/03/10,Italy,2023,Sulphur oxides (SOX),30034043.499999996
2025/03/10,Slovenia,2011,Perfluorocarbons (PFCs),2550
2025/03/10,Romania,2009,Sulphur oxides (SOX),411019000
2025/03/10,United Kingdom,2010,Dichloromethane (DCM),324810
2025/03/10,Belgium,2007,Nickel and compounds (as Ni),19961
2025/03/10,France,2013,Zinc and compounds (as Zn),104249
2025/03/10,France,2023,Copper and compounds (as Cu),3553
2025/03/10,Germany,2016,Arsenic and compounds (as As),2168.2000000000003
2025/03/10,Poland,2012,Nitrous oxide (N2O),7122600
2025/03/10,France,2020,Chlorofluorocarbons (CFCs),215.320002
2025/03/10,Poland,2020,Carbon dioxide (CO2),150406000000
2025/03/10,Czechia,2007,Nitrogen oxides (NOX),133441000
2025/03/10,Spain,2022,Lead and compounds (as Pb),6014
2025/03/10,Bulgaria,2007,Sulphur oxides (SOX),858037000
2025/03/10,Iceland,2012,Polycyclic aromatic hydrocarbons (PAHs),222
2025/03/10,Hungary,2019,Zinc and compounds (as Zn),2154
2025/03/10,Romania,2018,Carbon monoxide (CO),107286000
2025/03/10,Poland,2020,Nitrogen oxides (NOX),133853000
2025/03/10,Finland,2008,Ammonia (NH3),2111700
